mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
10	10	0	0	3/8	2	2		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
10	10	1/8	1/8	3/8	2	2		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
10	10	1/4	1/4	3/8	2	2		V	c	i		V		V							M	1	1	1, 5, 2		1	1
11	11	0	0	3/8	2	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
11	11	1/8	1/8	3/8	2	2		viio6	c	i		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
11	11	1/4	1/4	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
12	12	0	0	3/8	2	2		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
12	12	1/8	1/8	3/8	2	2		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
12	12	1/4	1/4	3/8	2	2		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	13	0	0	3/8	2	2		i}	c	i		i		i						}	m	1	1	0, -3, 1		0	0
15	15	1/8	1/8	3/8	2	2		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
16	16	0	0	3/8	2	2		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
16	16	1/8	1/8	3/8	2	2		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
16	16	1/4	1/4	3/8	2	2		V2	c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
17	17	0	0	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
17	17	1/8	1/8	3/8	2	2		VI(4)	c	i		VI(4)		VI			4				M	1	1	-4, 2, -3		-4	-4
17	17	1/4	1/4	3/8	2	2		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
18	18	0	0	3/8	2	2		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
18	18	1/8	1/8	3/8	2	2		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
18	18	1/4	1/4	3/8	2	2		V	c	i		V		V							M	1	1	1, 5, 2		1	1
19	19	0	0	3/8	2	2		i}	c	i		i		i						}	m	1	1	0, -3, 1		0	0
19	19	3/16	3/16	3/8	2	2		III.V2	c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
19	19	5/16	5/16	3/8	2	2		viio6	c	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
20	20	0	0	3/8	2	2		I{	c	III		I		I						{	M	1	0	0, 4, 1		0	0
21	21	1/8	1/8	3/8	2	2		vi	c	III		vi		vi							m	1	0	3, 0, 4		3	3
22	22	0	0	3/8	2	2		ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
22	22	1/8	1/8	3/8	2	2		V(64)	c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
22	22	1/4	1/4	3/8	2	2		V2	c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
23	23	0	0	3/8	2	2		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
23	23	1/8	1/8	3/8	2	2		vi(4)	c	III		vi(4)		vi			4				m	1	0	3, 2, 4		3	3
23	23	1/4	1/4	3/8	2	2		vi	c	III		vi		vi							m	1	0	3, 0, 4		3	3
24	24	0	0	3/8	2	2		ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
24	24	1/8	1/8	3/8	2	2		V(64)	c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
24	24	1/4	1/4	3/8	2	2		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
25	25	0	0	3/8	2	2		I}	c	III		I		I						}	M	1	0	0, 4, 1		0	0
26	26	0	0	3/8	2	2		{	c	III										{		1	0				
27	27	0	0	3/8	2	2		iv.viio7	c	iv		viio7		vii	o	7					o7	1	1	-2, -5, -8, -11		-2	-2
28	28	0	0	3/8	2	2		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
28	28	1/8	1/8	3/8	2	2		viio6	c	iv		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
28	28	1/4	1/4	3/8	2	2		i6	c	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
29	29	0	0	3/8	2	2		iv	c	iv		iv		iv							m	1	1	-1, -4, 0		-1	-1
29	29	1/8	1/8	3/8	2	2		V(64)	c	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
29	29	1/4	1/4	3/8	2	2		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
30	30	0	0	3/8	2	2		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
30	30	1/8	1/8	3/8	2	2		viio6	c	iv		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
30	30	1/4	1/4	3/8	2	2		i6	c	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
31	31	0	0	3/8	2	2		iv	c	iv		iv		iv							m	1	1	-1, -4, 0		-1	-1
31	31	1/8	1/8	3/8	2	2		V(64)	c	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
31	31	1/4	1/4	3/8	2	2		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
32	32	0	0	3/8	2	2		i}{	c	iv		i		i						}{	m	1	1	0, -3, 1		0	0
33	33	1/8	1/8	3/8	2	2		VI	c	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
34	34	0	0	3/8	2	2		iio6	c	iv		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
34	34	1/8	1/8	3/8	2	2		V(64)	c	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
34	34	1/4	1/4	3/8	2	2		V2	c	iv		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
35	35	0	0	3/8	2	2		i6	c	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
35	35	1/8	1/8	3/8	2	2		VI(4)	c	iv		VI(4)		VI			4				M	1	1	-4, 2, -3		-4	-4
35	35	1/4	1/4	3/8	2	2		VI	c	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
36	36	0	0	3/8	2	2		iio6	c	iv		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
36	36	1/8	1/8	3/8	2	2		V(64)	c	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
36	36	1/4	1/4	3/8	2	2		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
37	37	0	0	3/8	2	2		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
37	37	1/8	1/8	3/8	2	2		viio6	c	iv		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
37	37	1/4	1/4	3/8	2	2		i6	c	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
38	38	0	0	3/8	2	2		iv	c	iv		iv		iv							m	1	1	-1, -4, 0		-1	-1
38	38	1/8	1/8	3/8	2	2		V(64)	c	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
38	38	1/4	1/4	3/8	2	2		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
39	39	0	0	3/8	2	2		i}	c	iv		i		i						}	m	1	1	0, -3, 1		0	0
40	40	0	0	3/8	2	2		{	c	iv										{		1	1				
41	41	1/8	1/8	3/8	2	2		VI	c	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
42	42	0	0	3/8	2	2		iio6	c	iv		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
42	42	1/8	1/8	3/8	2	2		V(64)	c	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
42	42	1/4	1/4	3/8	2	2		V2	c	iv		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
43	43	0	0	3/8	2	2		i6	c	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
43	43	1/8	1/8	3/8	2	2		VI(4)	c	iv		VI(4)		VI			4				M	1	1	-4, 2, -3		-4	-4
43	43	1/4	1/4	3/8	2	2		VI	c	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
44	44	0	0	3/8	2	2		iio6	c	iv		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
44	44	1/8	1/8	3/8	2	2		V(64)	c	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
44	44	1/4	1/4	3/8	2	2		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
45	45	0	0	3/8	2	2		i}	c	iv		i		i						}	m	1	1	0, -3, 1		0	0
45	45	1/8	1/8	3/8	2	2		viio6	c	iv		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
45	45	1/4	1/4	3/8	2	2		i6	c	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
46	46	0	0	3/8	2	2		viio7/V{	c	iv		viio7/V		vii	o	7		V		{	o7	1	1	6, 3, 0, -3		6	6
46	46	1/4	1/4	3/8	2	2		viio/V	c	iv		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
47	47	0	0	3/8	2	2		i.i	c	i		i		i							m	1	1	0, -3, 1		0	0
47	47	1/8	1/8	3/8	2	2		viio6	c	i		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
47	47	1/4	1/4	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
48	48	0	0	3/8	2	2		viio7/V	c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
48	48	1/4	1/4	3/8	2	2		viio/V	c	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
49	49	0	0	3/8	2	2		V}	c	i		V		V						}	M	1	1	1, 5, 2		1	1
49	49	1/4	1/4	3/8	2	2		V2	c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
50	50	0	0	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
50	50	1/4	1/4	3/8	2	2		V6	c	i		V6		V		6					M	1	1	5, 2, 1		1	5
51	51	0	0	3/8	2	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
51	51	1/8	1/8	3/8	2	2		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
51	51	1/4	1/4	3/8	2	2		viio7(+9)/V	c	i		viio7(+9)/V		vii	o	7	+9	V			o7	1	1	6, 3, 0, -3	1	6	6
52	52	0	0	3/8	2	2		V	c	i		V		V							M	1	1	1, 5, 2		1	1
52	52	1/8	1/8	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
52	52	1/4	1/4	3/8	2	2		V6	c	i		V6		V		6					M	1	1	5, 2, 1		1	5
53	53	0	0	3/8	2	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
53	53	1/8	1/8	3/8	2	2		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
53	53	1/4	1/4	3/8	2	2		viio7(+9)/V	c	i		viio7(+9)/V		vii	o	7	+9	V			o7	1	1	6, 3, 0, -3	1	6	6
54	54	0	0	3/8	2	2		V	c	i		V		V							M	1	1	1, 5, 2		1	1
54	54	1/8	1/8	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
54	54	1/4	1/4	3/8	2	2		V6	c	i		V6		V		6					M	1	1	5, 2, 1		1	5
55	55	0	0	3/8	2	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
55	55	1/8	1/8	3/8	2	2		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
55	55	1/4	1/4	3/8	2	2		viio7(+9)/V	c	i		viio7(+9)/V		vii	o	7	+9	V			o7	1	1	6, 3, 0, -3	1	6	6
56	56	0	0	3/8	2	2		V\\	c	i		V		V						\\	M	1	1	1, 5, 2		1	1
57	57	1/8	1/8	3/8	2	2		V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
57	57	1/4	1/4	3/8	2	2		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
58	58	0	0	3/8	2	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
58	58	1/8	1/8	3/8	2	2		viio6	c	i		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
58	58	1/4	1/4	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
59	59	0	0	3/8	2	2		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
59	59	1/8	1/8	3/8	2	2		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
59	59	1/4	1/4	3/8	2	2		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
60	60	0	0	3/8	2	2		i}	c	i		i		i						}	m	1	1	0, -3, 1		0	0
61	61	0	0	3/8	2	2		{	c	i										{		1	1				
65	65	0	0	3/8	2	2		viio/V	c	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
65	65	1/8	1/8	3/8	2	2		V}	c	i		V		V						}	M	1	1	1, 5, 2		1	1
66	66	0	0	3/8	2	2		v{	c	i		v		v						{	m	1	1	1, -2, 2		1	1
67	67	0	0	3/8	2	2		viio/iv	c	i		viio/iv		vii	o			iv			o	1	1	-3, -6, -9		-3	-3
67	67	1/8	1/8	3/8	2	2		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
69	69	0	0	3/8	2	2		viio/III	c	i		viio/III		vii	o			III			o	1	1	2, -1, -4		2	2
69	69	1/8	1/8	3/8	2	2		III	c	i		III		III							M	1	1	-3, 1, -2		-3	-3
70	70	0	0	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
70	70	1/8	1/8	3/8	2	2		V43	c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
70	70	1/4	1/4	3/8	2	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
71	71	0	0	3/8	2	2		.Ger6	c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
71	71	1/8	1/8	3/8	2	2		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
71	71	1/4	1/4	3/8	2	2		viio7/V	c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
72	72	0	0	3/8	2	2		V}	c	i		V		V						}	M	1	1	1, 5, 2		1	1
73	73	0	0	3/8	2	2		i6{	c	i		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
73	73	1/4	1/4	3/8	2	2		V6	c	i		V6		V		6					M	1	1	5, 2, 1		1	5
74	74	0	0	3/8	2	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
74	74	1/8	1/8	3/8	2	2		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
74	74	1/4	1/4	3/8	2	2		viio7(+9)/V	c	i		viio7(+9)/V		vii	o	7	+9	V			o7	1	1	6, 3, 0, -3	1	6	6
75	75	0	0	3/8	2	2		V	c	i		V		V							M	1	1	1, 5, 2		1	1
75	75	1/8	1/8	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
75	75	1/4	1/4	3/8	2	2		V6	c	i		V6		V		6					M	1	1	5, 2, 1		1	5
76	76	0	0	3/8	2	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
76	76	1/8	1/8	3/8	2	2		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
76	76	1/4	1/4	3/8	2	2		viio7(+9)/V	c	i		viio7(+9)/V		vii	o	7	+9	V			o7	1	1	6, 3, 0, -3	1	6	6
77	77	0	0	3/8	2	2		V	c	i		V		V							M	1	1	1, 5, 2		1	1
77	77	1/8	1/8	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
77	77	1/4	1/4	3/8	2	2		V6	c	i		V6		V		6					M	1	1	5, 2, 1		1	5
78	78	0	0	3/8	2	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
78	78	1/8	1/8	3/8	2	2		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
78	78	1/4	1/4	3/8	2	2		viio7(+9)/V	c	i		viio7(+9)/V		vii	o	7	+9	V			o7	1	1	6, 3, 0, -3	1	6	6
79	79	0	0	3/8	2	2		V}	c	i		V		V						}	M	1	1	1, 5, 2		1	1
80	80	0	0	3/8	2	2		{	c	i										{		1	1				
80	80	1/8	1/8	3/8	2	2		viio6	c	i		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
80	80	1/4	1/4	3/8	2	2		V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
81	81	0	0	3/8	2	2		i(4)	c	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
81	81	1/8	1/8	3/8	2	2		viio6	c	i		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
81	81	1/4	1/4	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
82	82	0	0	3/8	2	2		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
82	82	1/8	1/8	3/8	2	2		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
82	82	1/4	1/4	3/8	2	2		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
83	83	0	0	3/8	2	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
83	83	1/8	1/8	3/8	2	2		viio6	c	i		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
83	83	1/4	1/4	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
84	84	0	0	3/8	2	2		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
84	84	1/8	1/8	3/8	2	2		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
84	84	1/4	1/4	3/8	2	2		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
85	85	0	0	3/8	2	2		i}	c	i		i		i						}	m	1	1	0, -3, 1		0	0
86	86	1/8	1/8	3/8	2	2		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
87	87	0	0	3/8	2	2		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
87	87	1/8	1/8	3/8	2	2		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
87	87	1/4	1/4	3/8	2	2		V2	c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
88	88	0	0	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
88	88	1/8	1/8	3/8	2	2		VI(4)	c	i		VI(4)		VI			4				M	1	1	-4, 2, -3		-4	-4
88	88	1/4	1/4	3/8	2	2		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
89	89	0	0	3/8	2	2		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
89	89	1/8	1/8	3/8	2	2		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
89	89	1/4	1/4	3/8	2	2		V	c	i		V		V							M	1	1	1, 5, 2		1	1
90	90	0	0	3/8	2	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
90	90	1/8	1/8	3/8	2	2		viio6	c	i		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
90	90	1/4	1/4	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
91	91	0	0	3/8	2	2		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
91	91	1/8	1/8	3/8	2	2		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
91	91	1/4	1/4	3/8	2	2		V	c	i		V		V							M	1	1	1, 5, 2		1	1
92	92	0	0	3/8	2	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
92	92	1/8	1/8	3/8	2	2		viio6	c	i		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
92	92	1/4	1/4	3/8	2	2		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
93	93	0	0	3/8	2	2		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
93	93	1/8	1/8	3/8	2	2		V(4)	c	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
93	93	1/4	1/4	3/8	2	2		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
94	94	0	0	3/8	2	2		i}	c	i		i		i						}	m	1	1	0, -3, 1		0	0
