mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin
38	38	150	150	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	813												
38	38	148	148	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	814												
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	815												
38	38	149	149	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	816												
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	817												
38	38	150	150	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	818												
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	819												
38	38	151	151	0.0	3/4	3/4	Dynamic	4/4	4	1	0						mf										
38	38	151	151	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	820												
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	821												
39	39	152	152	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	822	mor-											
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	823	-te											
39	39	153	153	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	824	Chri-											
39	39	154	154	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	825	-sti											
39	39	152	152	4.0	0	0	Chord	4/4	2	1	1		1	1	826												
39	39	152	152	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	827												
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	828												
39	39	153	153	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	829			articAccentAbove									
39	39	154	154	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	830												
39	39	155	155	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	831								75				
39	39	621/4	621/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	832								75				
39	39	311/2	311/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	833								75				
39	39	623/4	623/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	834												
39	39	152	152	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	835												
39	39	154	154	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	836												
39	39	152	152	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	837												
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	838												
39	39	153	153	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	839												
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	840												
39	39	154	154	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	841												
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	842												
39	39	155	155	0.0	3/4	3/4	Dynamic	4/4	4	1	0						p										
39	39	155	155	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	843												
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	844												
40	40	156	156	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	845	prae-											
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	846	-mu-											
40	40	157	157	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	847	-ni-		ornamentTrill									
40	40	158	158	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	848	-ri											
40	40	156	156	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	849												
40	40	158	158	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	850	-ri											
40	40	156	156	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	851												
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	852												
40	40	157	157	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	853			articAccentAbove									
40	40	158	158	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	854												
40	40	317/2	317/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	855												
40	40	635/4	635/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	856												
40	40	159	159	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	857												
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	858												
40	40	156	156	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	859												
40	40	156	156	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	860												
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	861												
40	40	157	157	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	862												
40	40	315/2	315/2	0.0	3/8	3/8	Spanner	4/4	4	1	0																7
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	863												7
40	40	158	158	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	864												7
40	40	317/2	317/2	0.0	5/8	5/8	Spanner	4/4	4	1	0																
40	40	317/2	317/2	0.0	5/8	5/8	Spanner	4/4	4	1	0															7	
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	865											7	
40	40	159	159	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	866											7	
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	867											7	
41	41	160	160	0.0	0	0	StaffText	4/4	1	1	0								dol.								
41	41	160	160	0.0	0	0	Dynamic	4/4	1	1	0						p										
41	41	160	160	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	868	con-											
41	41	162	162	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	869	-fo-											
41	41	160	160	0.0	0	0	StaffText	4/4	2	1	0								dol.								
41	41	160	160	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	870	con-											
41	41	162	162	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	871	-fo-											
41	41	160	160	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	872								76				
41	41	162	162	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	873												
41	41	160	160	0.0	0	0	StaffText	4/4	4	1	0								dol.								
41	41	160	160	0.0	0	0	Spanner	4/4	4	1	0																
41	41	160	160	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	874												
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	875												
41	41	161	161	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	876												
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	877												
41	41	162	162	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	878												
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	879												
41	41	163	163	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	880												
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	881												
42	42	164	164	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	882	-ve-											
42	42	166	166	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	883	-ri,											
42	42	164	164	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	884	-ve-											
42	42	166	166	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	885	-ri,											
42	42	164	164	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	886								77				
42	42	166	166	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	887												
42	42	164	164	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	888												
42	42	329/2	329/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	889												
42	42	165	165	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	890												
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	891												
42	42	166	166	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	892												
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	893												
42	42	167	167	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	894												
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	895												
43	43	168	168	0.0	0	0	Dynamic	4/4	1	1	0						f										
43	43	168	168	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	896	con-											
43	43	169	169	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	897	-fo-											
43	43	170	170	0.0	1/2	1/2	Spanner	4/4	1	1	0																8
43	43	170	170	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	898	-ve-							78				8
43	43	341/2	341/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	899								78				8
43	43	683/4	683/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	900								78				8
43	43	171	171	0.0	3/4	3/4	Spanner	4/4	1	1	0																
43	43	171	171	0.0	3/4	3/4	Spanner	4/4	1	1	0															8	
43	43	171	171	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	901											8	
43	43	343/2	343/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	902	-ri										8	
43	43	687/4	687/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	903											8	
43	43	168	168	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	904	con-											
43	43	169	169	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	905	-fo-											
43	43	170	170	0.0	1/2	1/2	Spanner	4/4	2	1	0																9
43	43	170	170	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	906	-ve-							79				9
43	43	341/2	341/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	907								79				9
43	43	683/4	683/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	908								79				9
43	43	171	171	0.0	3/4	3/4	Spanner	4/4	2	1	0																
43	43	171	171	0.0	3/4	3/4	Spanner	4/4	2	1	0															9	
43	43	171	171	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	909											9	
43	43	343/2	343/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	910	-ri										9	
43	43	687/4	687/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	911											9	
43	43	168	168	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	912												
43	43	337/2	337/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	913												
43	43	675/4	675/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	914												
43	43	169	169	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	915												
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	916												
43	43	170	170	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	917								80				
43	43	341/2	341/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	918								80				
43	43	683/4	683/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	919								80				
43	43	171	171	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	920								80				
43	43	343/2	343/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	921								80				
43	43	687/4	687/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	922												
43	43	168	168	0.0	0	0	Dynamic	4/4	4	1	0						f										
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	923								81				
43	43	169	169	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	924								81				
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	925												
43	43	170	170	0.0	1/2	1/2	Spanner	4/4	4	1	0																10
43	43	170	170	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	926												10
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	927												10
43	43	171	171	0.0	3/4	3/4	Spanner	4/4	4	1	0																
43	43	171	171	0.0	3/4	3/4	Spanner	4/4	4	1	0															10	
43	43	171	171	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	928											10	
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	929											10	
44	44	172	172	0.0	0	0	Spanner	4/4	1	1	0																
44	44	172	172	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	930	gra-							82				
44	44	173	173	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	931												
44	44	695/4	695/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	932	-ti-											
44	44	174	174	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	933	-a,											
44	44	172	172	0.0	0	0	Spanner	4/4	2	1	0																
44	44	172	172	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	934	gra-							83				
44	44	173	173	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	935												
44	44	695/4	695/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	936	-ti-											
44	44	174	174	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	937	-a,											
44	44	172	172	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	938			articStaccatoAbove									
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	939			articStaccatoAbove									
44	44	173	173	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	940												
44	44	174	174	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	941												
44	44	349/2	349/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	942												
44	44	699/4	699/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	943												
44	44	175	175	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	944												
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	945												
44	44	172	172	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	946												
44	44	172	172	0.0	0	0	Spanner	4/4	4	1	0																
44	44	172	172	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	947												
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	948												
44	44	173	173	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	949												
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	950												
44	44	174	174	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	951												
44	44	349/2	349/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	952												
44	44	175	175	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	953												
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	954												
45	45	176	176	0.0	0	0	Dynamic	4/4	1	1	0						p										
45	45	176	176	0.0	0	0	StaffText	4/4	1	1	0								dolce								
45	45	176	176	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	955	con-											
45	45	178	178	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	956	-fo-											
45	45	176	176	0.0	0	0	StaffText	4/4	2	1	0								dolce								
45	45	176	176	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	957	con-											
45	45	178	178	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	958	-fo-											
45	45	176	176	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	959								84				
45	45	178	178	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	960												
45	45	176	176	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	961												
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	962												
45	45	177	177	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	963												
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	964												
45	45	178	178	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	965												
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	966												
45	45	179	179	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	967												
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	968												
46	46	180	180	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	969	-ve-											
46	46	182	182	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	970	-ri,											
46	46	180	180	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	971	-ve-											
46	46	182	182	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	972	-ri,											
46	46	180	180	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	973								85				
46	46	182	182	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	974												
46	46	180	180	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	975												
46	46	361/2	361/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	976												
46	46	181	181	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	977												
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	978												
46	46	182	182	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	979												
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	980												
46	46	183	183	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	981												
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	982												
47	47	184	184	0.0	0	0	Dynamic	4/4	1	1	0						f										
47	47	184	184	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	983	con-											
47	47	185	185	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	984	-fo-											
47	47	186	186	0.0	1/2	1/2	Spanner	4/4	1	1	0																11
47	47	186	186	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	985	-ve-							86				11
47	47	373/2	373/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	986								86				11
47	47	747/4	747/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	987								86				11
47	47	187	187	0.0	3/4	3/4	Spanner	4/4	1	1	0																
47	47	187	187	0.0	3/4	3/4	Spanner	4/4	1	1	0															11	
47	47	187	187	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	988											11	
47	47	375/2	375/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	989	-ri							87			11	
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	990											11	
47	47	184	184	0.0	0	0	Dynamic	4/4	2	1	0						f										
47	47	184	184	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	991	con-											
47	47	185	185	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	992	-fo-											
47	47	186	186	0.0	1/2	1/2	Spanner	4/4	2	1	0																12
47	47	186	186	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	993	-ve-							88				12
47	47	373/2	373/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	994								88				12
47	47	747/4	747/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	995								88				12
47	47	187	187	0.0	3/4	3/4	Spanner	4/4	2	1	0																
47	47	187	187	0.0	3/4	3/4	Spanner	4/4	2	1	0															12	
47	47	187	187	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	996											12	
47	47	375/2	375/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	997	-ri							89			12	
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	998											12	
47	47	184	184	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	999												
47	47	369/2	369/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1000												
47	47	739/4	739/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1001												
47	47	185	185	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1002												
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1003												
47	47	186	186	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1004								90				
47	47	373/2	373/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1005								90				
47	47	747/4	747/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1006								90				
47	47	187	187	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1007								90				
47	47	375/2	375/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1008								90				
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1009												
47	47	184	184	0.0	0	0	Dynamic	4/4	4	1	0						f										
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1010								91				
47	47	185	185	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1011								91				
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1012												
47	47	186	186	0.0	1/2	1/2	Spanner	4/4	4	1	0																13
47	47	186	186	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1013												13
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1014												13
47	47	187	187	0.0	3/4	3/4	Spanner	4/4	4	1	0																
47	47	187	187	0.0	3/4	3/4	Spanner	4/4	4	1	0															13	
47	47	187	187	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1015											13	
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1016											13	
48	48	188	188	0.0	0	0	Spanner	4/4	1	1	0																
48	48	188	188	0.0	0	0	Spanner	4/4	1	1	0													0			
48	48	188	188	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1017	gra-							92	0			
48	48	189	189	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1018									0			
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1019	-ti-								0			
48	48	190	190	0.0	1/2	1/2	Dynamic	4/4	1	1	0						p										
48	48	190	190	0.0	1/2	1/2	Spanner	4/4	1	1	0																
48	48	190	190	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1020	-a.											
48	48	188	188	0.0	0	0	Spanner	4/4	2	1	0																
48	48	188	188	0.0	0	0	Spanner	4/4	2	1	0													1			
48	48	188	188	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1021	gra-							93	1			
48	48	189	189	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	1022									1			
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1023	-ti-								1			
48	48	190	190	0.0	1/2	1/2	Dynamic	4/4	2	1	0						p										
48	48	190	190	0.0	1/2	1/2	Spanner	4/4	2	1	0																
48	48	190	190	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1024	-a.											
48	48	188	188	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1025												
48	48	377/2	377/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1026												
48	48	189	189	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1027												
48	48	379/2	379/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1028												
48	48	190	190	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1029												
48	48	381/2	381/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1030												
48	48	763/4	763/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1031												
48	48	191	191	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1032												
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1033												
48	48	188	188	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	1034												
48	48	189	189	1.0	1/4	1/4	Chord	4/4	3	2	1/4		1/4	1	1035												
48	48	188	188	0.0	0	0	Spanner	4/4	4	1	0																
48	48	188	188	0.0	0	0	Spanner	4/4	4	1	0															14	
48	48	188	188	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1036											14	
48	48	377/2	377/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1037											14	
48	48	189	189	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1038											14	
48	48	379/2	379/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1039											14	
48	48	190	190	0.0	1/2	1/2	Dynamic	4/4	4	1	0						p										
48	48	190	190	0.0	1/2	1/2	Spanner	4/4	4	1	0																
48	48	190	190	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1040												
48	48	381/2	381/2	0.0	5/8	5/8	Dynamic	4/4	4	1	0						f										
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1041												
48	48	191	191	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1042												
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1043												
49	49	192	192	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1044												
49	49	385/2	385/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1045												
49	49	771/4	771/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1046												
49	49	193	193	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1047												
49	49	387/2	387/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1048												
49	49	194	194	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1049												
49	49	389/2	389/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1050												
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1051												
49	49	195	195	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1052												
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1053												
49	49	192	192	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1054												
49	49	385/2	385/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1055												
49	49	193	193	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1056												
49	49	387/2	387/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1057												
49	49	194	194	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1058												
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1059												
49	49	195	195	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1060												
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1061												
