mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin
53	53	420	420	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1138											
53	53	421	421	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1139											
53	53	422	422	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1140											
53	53	423	423	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1141											
54	54	425	425	0.0	1/4	1/4	Dynamic	4/2	1	1	0					p									
54	54	425	425	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	1142											
54	54	426	426	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	1143											
54	54	427	427	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	1144											
54	54	428	428	4.0	1	1	Chord	4/2	1	1	1	1	1	1145			ornamentTrill								
54	54	425	425	0.0	1/4	1/4	Dynamic	4/2	2	1	0					p									
54	54	425	425	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	1146											
54	54	426	426	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	1147											
54	54	427	427	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1148											
54	54	428	428	4.0	1	1	Chord	4/2	2	1	1	1	1	1149			ornamentTrill								
54	54	424	424	0.0	0	0	Dynamic	4/2	3	1	0					p									
54	54	425	425	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1150											
54	54	426	426	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1151											
54	54	427	427	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1152											
54	54	428	428	4.0	1	1	Chord	4/2	3	1	1	1	1	1153											
54	54	425	425	3.0	1/4	1/4	Chord	4/2	3	2	3/4	1/2	3/2	1154											
54	54	428	428	4.0	1	1	Chord	4/2	3	2	1	1	1	1155											
54	54	424	424	4.0	0	0	Chord	4/2	4	1	1	1	1	1156											
54	54	428	428	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1157											
54	54	429	429	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1158											
54	54	430	430	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1159											
54	54	431	431	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1160											
55	55	432	432	0.0	0	0	Dynamic	4/2	1	1	0					f									
55	55	432	432	4.0	0	0	Chord	4/2	1	1	1	1	1	1161											
55	55	436	436	4.0	1	1	Chord	4/2	1	1	1	1	1	1162											
55	55	432	432	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	1163											
55	55	433	433	0.0	1/4	1/4	Dynamic	4/2	2	1	0					f									
55	55	433	433	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	1164											
55	55	434	434	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	1165											
55	55	436	436	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	1166											
55	55	438	438	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	1167											
55	55	432	432	0.0	0	0	Dynamic	4/2	3	1	0					f									
55	55	432	432	4.0	0	0	Chord	4/2	3	1	1	1	1	1168											
55	55	436	436	4.0	1	1	Chord	4/2	3	1	1	1	1	1169											
55	55	432	432	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	1170											
55	55	433	433	1.0	1/4	1/4	Chord	4/2	3	2	1/4	1/4	1	1171											
55	55	434	434	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	1172											
55	55	436	436	2.0	1	1	Chord	4/2	3	2	1/2	1/2	1	1173											
55	55	438	438	2.0	3/2	3/2	Chord	4/2	3	2	1/2	1/2	1	1174											
55	55	432	432	3.0	0	0	Chord	4/2	4	1	3/4	1/2	3/2	1175											
55	55	435	435	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1176											
55	55	436	436	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1177											
55	55	437	437	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1178											
55	55	438	438	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1179											
55	55	439	439	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1180											
56	56	441	441	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	1181											
56	56	442	442	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	1182											
56	56	443	443	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	1183											
56	56	444	444	4.0	1	1	Chord	4/2	1	1	1	1	1	1184			ornamentTrill								
56	56	440	440	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	1185											
56	56	441	441	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	1186											
56	56	442	442	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	1187											
56	56	443	443	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1188											
56	56	444	444	4.0	1	1	Chord	4/2	2	1	1	1	1	1189			ornamentTrill								
56	56	440	440	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	1190											
56	56	441	441	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1191											
56	56	442	442	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1192											
56	56	443	443	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1193											
56	56	444	444	4.0	1	1	Chord	4/2	3	1	1	1	1	1194											
56	56	440	440	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	1195											
56	56	441	441	3.0	1/4	1/4	Chord	4/2	3	2	3/4	1/2	3/2	1196											
56	56	444	444	4.0	1	1	Chord	4/2	3	2	1	1	1	1197											
56	56	440	440	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	1198											
56	56	441	441	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1199											
56	56	445	445	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1200											
56	56	446	446	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1201											
56	56	447	447	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1202											
57	57	449	449	0.0	1/4	1/4	Dynamic	4/2	1	1	0					p									
57	57	449	449	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	1203											
57	57	450	450	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	1204											
57	57	451	451	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	1205											
57	57	452	452	4.0	1	1	Chord	4/2	1	1	1	1	1	1206			ornamentTrill								
57	57	449	449	0.0	1/4	1/4	Dynamic	4/2	2	1	0					p									
57	57	449	449	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	1207											
57	57	450	450	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	1208											
57	57	451	451	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1209											
57	57	452	452	4.0	1	1	Chord	4/2	2	1	1	1	1	1210			ornamentTrill								
57	57	449	449	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1211											
57	57	450	450	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1212											
57	57	451	451	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1213											
57	57	452	452	4.0	1	1	Chord	4/2	3	1	1	1	1	1214											
57	57	449	449	3.0	1/4	1/4	Chord	4/2	3	2	3/4	1/2	3/2	1215											
57	57	452	452	4.0	1	1	Chord	4/2	3	2	1	1	1	1216											
57	57	448	448	0.0	0	0	Dynamic	4/2	4	1	0					p									
57	57	448	448	4.0	0	0	Chord	4/2	4	1	1	1	1	1217											
57	57	452	452	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1218											
57	57	453	453	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1219											
57	57	454	454	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1220											
57	57	455	455	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1221											
58	58	456	456	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	1222											
58	58	459	459	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	1223											
58	58	460	460	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	1224							107				
58	58	461	461	0.0	5/4	5/4	Spanner	4/2	1	1	0												7		
58	58	461	461	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	1225									7		
58	58	463	463	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	1226									7		
58	58	456	456	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	1227											
58	58	457	457	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	1228											
58	58	458	458	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	1229							108				
58	58	459	459	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1230											
58	58	461	461	0.0	5/4	5/4	Spanner	4/2	2	1	0												8		
58	58	461	461	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	1231									8		
58	58	462	462	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	1232							109		8		
58	58	463	463	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	1233									8		
58	58	456	456	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	1234											
58	58	457	457	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1235											
58	58	458	458	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1236							110				
58	58	459	459	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1237											
58	58	461	461	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1238											
58	58	462	462	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	1239							111				
58	58	463	463	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1240											
58	58	458	458	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	1241											
58	58	460	460	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	1242							112				
58	58	461	461	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	1243											
58	58	463	463	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	1244											
58	58	456	456	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1245											
58	58	459	459	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1246											
58	58	460	460	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1247							113				
58	58	461	461	0.0	5/4	5/4	Spanner	4/2	4	1	0												9		
58	58	461	461	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1248									9		
58	58	463	463	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1249									9		
59	59	464	464	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	1250									7		
59	59	465	465	2.0	1/4	1/4	Chord	4/2	1	1	1/2	1/2	1	1251									7		
59	59	467	467	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	1252	-ce-								7		
59	59	468	468	0.0	1	1	Dynamic	4/2	1	1	0					f									
59	59	468	468	0.0	1	1	Spanner	4/2	1	1	0														
59	59	468	468	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	1253	-am.										
59	59	465	465	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	1254									8		
59	59	466	466	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	1255									8		
59	59	467	467	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1256									8		
59	59	469	469	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	1257									8		
59	59	470	470	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	1258	-ce-						114		8		
59	59	471	471	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	1259									8		
59	59	465	465	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1260											
59	59	466	466	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1261							115				
59	59	467	467	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1262											
59	59	469	469	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1263											
59	59	470	470	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	1264							116				
59	59	471	471	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1265											
59	59	464	464	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	1266							117				
59	59	465	465	1.0	1/4	1/4	Chord	4/2	3	2	1/4	1/4	1	1267											
59	59	467	467	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	1268											
59	59	468	468	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	1269							118				
59	59	469	469	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	1270											
59	59	471	471	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	1271											
59	59	464	464	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	1272							119		9		
59	59	465	465	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1273									9		
59	59	467	467	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1274									9		
59	59	468	468	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1275							120		9		
59	59	469	469	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1276									9		
59	59	471	471	0.0	7/4	7/4	Dynamic	4/2	4	1	0					mf									
59	59	471	471	0.0	7/4	7/4	Spanner	4/2	4	1	0														
59	59	471	471	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1277											
60	60	472	472	0.0	0	0	Dynamic	4/2	1	1	0					f									
60	60	472	472	4.0	0	0	Chord	4/2	1	1	1	1	1	1278	Fac,										
60	60	476	476	4.0	1	1	Chord	4/2	1	1	1	1	1	1279	ut										
60	60	472	472	0.0	0	0	Dynamic	4/2	2	1	0					f									
60	60	472	472	0.0	0	0	Spanner	4/2	2	1	0														
60	60	472	472	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	1280	-am										
60	60	474	474	0.0	1/2	1/2	Dynamic	4/2	2	1	0					f									
60	60	474	474	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	1281	in										
60	60	476	476	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	1282											
60	60	478	478	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	1283	a-						121				
60	60	474	474	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	1284											
60	60	476	476	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	1285											
60	60	478	478	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	1286											
60	60	472	472	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	1287											
60	60	473	473	1.0	1/4	1/4	Chord	4/2	3	2	1/4	1/4	1	1288											
60	60	474	474	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	1289											
60	60	476	476	4.0	1	1	Chord	4/2	3	2	1	1	1	1290											
60	60	472	472	0.0	0	0	Dynamic	4/2	4	1	0					f									
60	60	472	472	4.0	0	0	Chord	4/2	4	1	1	1	1	1291											
60	60	476	476	4.0	1	1	Chord	4/2	4	1	1	1	1	1292											
61	61	480	480	3.0	0	0	Chord	4/2	1	1	3/4	1/2	3/2	1293	ar-										
61	61	483	483	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	1294	-de-										
61	61	484	484	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	1295	-at						122				
61	61	485	485	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	1296											
61	61	486	486	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	1297	cor						123				
61	61	487	487	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	1298											
61	61	480	480	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	1299							121				
61	61	482	482	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	1300											
61	61	484	484	4.0	1	1	Chord	4/2	2	1	1	1	1	1301	-man-										
61	61	480	480	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	1302											
61	61	482	482	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	1303											
61	61	484	484	4.0	1	1	Chord	4/2	3	1	1	1	1	1304											
61	61	480	480	3.0	0	0	Chord	4/2	3	2	3/4	1/2	3/2	1305											
61	61	483	483	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	1306											
61	61	484	484	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	1307											
61	61	485	485	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	1308											
61	61	486	486	1.0	3/2	3/2	Chord	4/2	3	2	1/4	1/4	1	1309											
61	61	487	487	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	1310											
61	61	480	480	4.0	0	0	Chord	4/2	3	3	1	1	1	1311											
61	61	484	484	2.0	1	1	Chord	4/2	3	3	1/2	1/2	1	1312											
61	61	486	486	2.0	3/2	3/2	Chord	4/2	3	3	1/2	1/2	1	1313											
61	61	480	480	4.0	0	0	Chord	4/2	4	1	1	1	1	1314											
61	61	484	484	4.0	1	1	Chord	4/2	4	1	1	1	1	1315											
62	62	488	488	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	1316	me-										
62	62	489	489	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	1317											
62	62	490	490	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	1318							124				
62	62	491	491	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	1319											
62	62	493	493	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	1320											
62	62	494	494	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	1321							125				
62	62	495	495	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	1322											
62	62	488	488	4.0	0	0	Chord	4/2	2	1	1	1	1	1323											
62	62	492	492	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	1324											
62	62	494	494	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	1325											
62	62	488	488	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	1326											
62	62	489	489	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1327											
62	62	490	490	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1328							126				
62	62	491	491	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1329											
62	62	493	493	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1330											
62	62	494	494	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	1331							127				
62	62	495	495	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1332											
62	62	488	488	2.0	0	0	Chord	4/2	3	2	1/2	1/2	1	1333											
62	62	490	490	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	1334											
62	62	492	492	2.0	1	1	Chord	4/2	3	2	1/2	1/2	1	1335											
62	62	494	494	2.0	3/2	3/2	Chord	4/2	3	2	1/2	1/2	1	1336											
62	62	492	492	4.0	1	1	Chord	4/2	3	3	1	1	1	1337											
62	62	488	488	4.0	0	0	Chord	4/2	4	1	1	1	1	1338											
62	62	492	492	4.0	1	1	Chord	4/2	4	1	1	1	1	1339											
63	63	497	497	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	1340											
63	63	498	498	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	1341							128				
63	63	499	499	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	1342											
63	63	500	500	4.0	1	1	Chord	4/2	1	1	1	1	1	1343	-um,										
63	63	496	496	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	1344											
63	63	498	498	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	1345											
63	63	500	500	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	1346	-do										
63	63	497	497	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1347											
63	63	498	498	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1348							129				
63	63	499	499	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1349											
63	63	500	500	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	1350											
63	63	501	501	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1351											
63	63	502	502	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	1352											
63	63	503	503	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1353											
63	63	496	496	2.0	0	0	Chord	4/2	3	2	1/2	1/2	1	1354											
63	63	498	498	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	1355											
63	63	500	500	4.0	1	1	Chord	4/2	3	2	1	1	1	1356											
63	63	496	496	4.0	0	0	Chord	4/2	3	3	1	1	1	1357											
63	63	496	496	4.0	0	0	Chord	4/2	4	1	1	1	1	1358											
63	63	501	501	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1359											
63	63	502	502	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1360											
63	63	503	503	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1361											
64	64	508	508	4.0	1	1	Chord	4/2	1	1	1	1	1	1362	ut										
64	64	504	504	4.0	0	0	Chord	4/2	2	1	1	1	1	1363	Chri-										
64	64	508	508	4.0	1	1	Chord	4/2	2	1	1	1	1	1364											
64	64	508	508	4.0	1	1	Chord	4/2	3	1	1	1	1	1365											
64	64	504	504	4.0	0	0	Chord	4/2	3	2	1	1	1	1366											
64	64	508	508	4.0	1	1	Chord	4/2	3	2	1	1	1	1367											
64	64	504	504	4.0	0	0	Chord	4/2	3	3	1	1	1	1368											
64	64	508	508	4.0	1	1	Chord	4/2	3	3	1	1	1	1369											
64	64	504	504	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	1370											
64	64	505	505	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1371											
64	64	506	506	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1372											
64	64	507	507	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1373											
64	64	508	508	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1374											
64	64	509	509	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1375											
64	64	510	510	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1376											
64	64	511	511	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1377											
65	65	512	512	4.0	0	0	Chord	4/2	1	1	1	1	1	1378											
65	65	516	516	4.0	1	1	Chord	4/2	1	1	1	1	1	1379	si-										
65	65	512	512	4.0	0	0	Chord	4/2	2	1	1	1	1	1380	-stum										
65	65	516	516	4.0	1	1	Chord	4/2	2	1	1	1	1	1381											
65	65	512	512	4.0	0	0	Chord	4/2	3	1	1	1	1	1382											
65	65	516	516	4.0	1	1	Chord	4/2	3	1	1	1	1	1383											
65	65	512	512	4.0	0	0	Chord	4/2	3	2	1	1	1	1384											
65	65	516	516	4.0	1	1	Chord	4/2	3	2	1	1	1	1385											
65	65	512	512	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	1386											
65	65	513	513	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1387											
65	65	514	514	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1388											
65	65	515	515	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1389											
65	65	516	516	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1390											
65	65	517	517	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1391											
65	65	518	518	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1392											
65	65	519	519	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1393											
66	66	520	520	4.0	0	0	Chord	4/2	1	1	1	1	1	1394											
66	66	524	524	4.0	1	1	Chord	4/2	1	1	1	1	1	1395	-bi										
66	66	520	520	4.0	0	0	Chord	4/2	2	1	1	1	1	1396	De-										
66	66	524	524	4.0	1	1	Chord	4/2	2	1	1	1	1	1397											
66	66	520	520	4.0	0	0	Chord	4/2	3	1	1	1	1	1398											
66	66	524	524	4.0	1	1	Chord	4/2	3	1	1	1	1	1399											
66	66	520	520	4.0	0	0	Chord	4/2	3	2	1	1	1	1400											
66	66	524	524	4.0	1	1	Chord	4/2	3	2	1	1	1	1401											
66	66	520	520	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	1402											
66	66	521	521	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1403											
66	66	522	522	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1404											
66	66	523	523	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1405											
66	66	524	524	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1406											
66	66	525	525	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1407											
66	66	526	526	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1408											
66	66	527	527	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1409											
67	67	528	528	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	1410											
67	67	530	530	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	1411	com-										
67	67	532	532	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	1412	-pla-										
67	67	534	534	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	1413											
67	67	528	528	4.0	0	0	Chord	4/2	2	1	1	1	1	1414											
67	67	532	532	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	1415	-um,										
67	67	528	528	4.0	0	0	Chord	4/2	3	1	1	1	1	1416											
67	67	532	532	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	1417											
67	67	534	534	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	1418											
67	67	528	528	4.0	0	0	Chord	4/2	3	2	1	1	1	1419											
67	67	534	534	2.0	3/2	3/2	Chord	4/2	3	2	1/2	1/2	1	1420											
67	67	528	528	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	1421											
67	67	529	529	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1422											
67	67	530	530	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1423											
67	67	531	531	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1424											
67	67	532	532	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	1425											
67	67	534	534	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	1426											
68	68	536	536	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	1427											
68	68	538	538	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	1428											
68	68	540	540	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	1429											
68	68	542	542	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	1430											
68	68	538	538	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	1431	ut										
68	68	540	540	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	1432	si-										
