mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin
64	64	189/2	189/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	531													
64	64	189/2	189/2	0.0	0	0	Dynamic	3/8	3	1	0						p											
64	64	95	95	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	532													
64	64	191/2	191/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	533													
65	65	96	96	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	534	-jus												
65	65	96	96	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	535													
65	65	193/2	193/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	536													
65	65	97	97	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	537													
66	66	195/2	195/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	538	a-									62			
66	66	98	98	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	539													
66	66	197/2	197/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	540	-ni-												
66	66	195/2	195/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	541													
66	66	98	98	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	542										63			
66	66	197/2	197/2	0.0	1/4	1/4	Spanner	3/8	2	1	0														63	6		
66	66	197/2	197/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	543										63	6		
66	66	195/2	195/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	544													
67	67	99	99	0.0	0	0	Spanner	3/8	1	1	0															7		
67	67	99	99	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	545	-mam									64	7		
67	67	199/2	199/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	546											7		
67	67	100	100	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	547	ge-										7		
67	67	99	99	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	548										63	6		
67	67	199/2	199/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	549										63	6		
67	67	100	100	0.0	1/4	1/4	Spanner	3/8	2	1	0																	
67	67	100	100	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	550													
67	67	99	99	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	551													
67	67	99	99	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	552													
68	68	201/2	201/2	0.0	0	0	Dynamic	3/8	1	1	0						f											
68	68	201/2	201/2	0.0	0	0	Spanner	3/8	1	1	0																	
68	68	201/2	201/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	553	-men-												
68	68	101	101	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	554	-tem												
68	68	201/2	201/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	555			articStaccatoAbove										
68	68	101	101	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	556			articStaccatoAbove										
68	68	201/2	201/2	0.0	0	0	Dynamic	3/8	3	1	0						f											
68	68	201/2	201/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	557			articStaccatoAbove										
68	68	101	101	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	558			articStaccatoAbove										
69	69	102	102	0.0	0	0	Dynamic	3/8	1	1	0						p											
69	69	102	102	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	559	con-												
69	69	102	102	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	560													
69	69	102	102	0.0	0	0	Dynamic	3/8	3	1	0						p											
69	69	205/2	205/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	561													
69	69	103	103	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	562													
70	70	207/2	207/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	563	-tris-												
70	70	207/2	207/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	564													
70	70	104	104	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	565													
70	70	209/2	209/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	566													
71	71	105	105	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	567	-ta-									65			
71	71	211/2	211/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	568													
71	71	106	106	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	569	-tam												
71	71	105	105	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	570													
71	71	211/2	211/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	571										66			
71	71	106	106	0.0	1/4	1/4	Spanner	3/8	2	1	0														66	8		
71	71	106	106	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	572										66	8		
71	71	105	105	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	573													
72	72	213/2	213/2	0.0	0	0	Spanner	3/8	1	1	0															9		
72	72	213/2	213/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	574	ac									67	9		
72	72	107	107	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	575											9		
72	72	215/2	215/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	576	do-										9		
72	72	213/2	213/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	577										66	8		
72	72	107	107	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	578										66	8		
72	72	215/2	215/2	0.0	1/4	1/4	Spanner	3/8	2	1	0																	
72	72	215/2	215/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	579													
72	72	213/2	213/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	580													
72	72	213/2	213/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	581													
73	73	108	108	0.0	0	0	Dynamic	3/8	1	1	0						f											
73	73	108	108	0.0	0	0	Spanner	3/8	1	1	0																	
73	73	108	108	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	582	-len-												
73	73	217/2	217/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	583	-tem												
73	73	108	108	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	584			articStaccatoAbove										
73	73	217/2	217/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	585			articStaccatoAbove										
73	73	108	108	0.0	0	0	Dynamic	3/8	3	1	0						f											
73	73	108	108	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	586			articStaccatoAbove										
73	73	217/2	217/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	587			articStaccatoAbove										
74	74	219/2	219/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	588	per		ornamentTrill										
74	74	219/2	219/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	589													
74	74	219/2	219/2	0.0	0	0	Dynamic	3/8	3	1	0						f											
74	74	110	110	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	590										68			
74	74	221/2	221/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	591										68			
74	74	110	110	1.0	1/8	1/8	Chord	3/8	3	2	1/4		1/4	1	592													
75	75	111	111	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	593	tran-		ornamentTrill										
75	75	111	111	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	594													
75	75	111	111	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	595										68			
75	75	223/2	223/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	596										68			
75	75	112	112	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	597													
75	75	111	111	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	598													
76	76	225/2	225/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	599	-si-		ornamentTrill										
76	76	225/2	225/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	600													
76	76	225/2	225/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	601													
76	76	113	113	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	602										69			
76	76	227/2	227/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	603										69			
76	76	225/2	225/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	604													
76	76	113	113	1.0	1/8	1/8	Chord	3/8	3	2	1/4		1/4	1	605													
77	77	114	114	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	606	-vit,		ornamentTrill										
77	77	114	114	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	607													
77	77	114	114	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	608										69			
77	77	229/2	229/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	609										69			
77	77	115	115	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	610													
77	77	114	114	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	611													
78	78	231/2	231/2	0.0	0	0	Dynamic	3/8	1	1	0						p											
78	78	231/2	231/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	612	per-									70			
78	78	231/2	231/2	0.0	0	0	Dynamic	3/8	2	1	0						p											
78	78	231/2	231/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	613										71			
78	78	116	116	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	614										72			
78	78	233/2	233/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	615										72			
78	78	116	116	1.0	1/8	1/8	Chord	3/8	3	2	1/4		1/4	1	616													
79	79	117	117	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	617	-tran-												
79	79	117	117	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	618													
79	79	117	117	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	619										73			
79	79	235/2	235/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	620										73			
79	79	118	118	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	621													
79	79	117	117	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	622										72			
79	79	235/2	235/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	623										72			
79	79	118	118	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	624													
79	79	117	117	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	625													
80	80	237/2	237/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	626	-si-									74			
80	80	119	119	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	627													
80	80	239/2	239/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	628	-vit												
80	80	237/2	237/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	629										75			
80	80	119	119	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	630										75			
80	80	239/2	239/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	631													
80	80	237/2	237/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	632										76			
80	80	119	119	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	633										76			
80	80	239/2	239/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	634													
81	81	120	120	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	635	gla-									77			
81	81	481/4	481/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	636										77			
81	81	241/2	241/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	637													
81	81	121	121	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	638	-di-												
81	81	120	120	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	639										78			
81	81	481/4	481/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	640										78			
81	81	241/2	241/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	641													
81	81	121	121	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	642			articStaccatoBelow										
81	81	120	120	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	643													
81	81	241/2	241/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	644													
81	81	120	120	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	645										79			
81	81	241/2	241/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	646													
81	81	121	121	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	647													
82	82	243/2	243/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	648	-us.												
82	82	243/2	243/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	649													
82	82	243/2	243/2	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	650													
82	82	243/2	243/2	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	651													
83	83	123	123	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	652	Cu-												
83	83	247/2	247/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	653	-jus												
83	83	123	123	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	654													
83	83	247/2	247/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	655													
83	83	123	123	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	656													
83	83	124	124	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	657													
83	83	123	123	0.0	0	0	StaffText	3/8	3	1	0								sotto voce									
83	83	123	123	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	658													
84	84	249/2	249/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	659	a-												
84	84	125	125	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	660	-ni-												
84	84	249/2	249/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	661													
84	84	125	125	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	662													
84	84	249/2	249/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	663													
84	84	251/2	251/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	664													
84	84	249/2	249/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	665													
85	85	126	126	0.0	0	0	Spanner	3/8	1	1	0															10		
85	85	126	126	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	666	-mam										10		
85	85	253/2	253/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	667	ge-										10		
85	85	126	126	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	668													
85	85	253/2	253/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	669													
85	85	126	126	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	670													
85	85	127	127	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	671													
85	85	126	126	0.0	0	0	Spanner	3/8	3	1	0															11		
85	85	126	126	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	672											11		
86	86	255/2	255/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	673	-men-										10		
86	86	128	128	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	674	-tem										10		
86	86	255/2	255/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	675													
86	86	128	128	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	676													
86	86	255/2	255/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	677													
86	86	257/2	257/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	678													
86	86	255/2	255/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	679											11		
87	87	129	129	0.0	0	0	Spanner	3/8	1	1	0																	
87	87	129	129	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	680	con-												
87	87	259/2	259/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	681	-tris-												
87	87	129	129	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	682													
87	87	259/2	259/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	683													
87	87	129	129	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	684													
87	87	130	130	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	685													
87	87	129	129	0.0	0	0	Spanner	3/8	3	1	0																	
87	87	129	129	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	686													
88	88	261/2	261/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	687	-ta-												
88	88	131	131	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	688	-tam												
88	88	261/2	261/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	689													
88	88	131	131	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	690													
88	88	261/2	261/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	691													
88	88	263/2	263/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	692													
88	88	261/2	261/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	693													
89	89	132	132	0.0	0	0	Spanner	3/8	1	1	0																	4
89	89	132	132	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	694	ac												4
89	89	265/2	265/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	695	do-												4
89	89	132	132	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	696													
89	89	265/2	265/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	697													
89	89	132	132	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	698													
89	89	133	133	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	699													
89	89	132	132	0.0	0	0	Spanner	3/8	3	1	0																	5
89	89	132	132	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	700													5
89	89	133	133	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	701													5
90	90	267/2	267/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	702	-len-												4
90	90	134	134	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	703	-tem												4
90	90	269/2	269/2	0.0	1/4	1/4	Spanner	3/8	1	1	0																	
90	90	267/2	267/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	704			articStaccatoAbove										
90	90	134	134	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	705			articStaccatoAbove										
90	90	267/2	267/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	706													
90	90	267/2	267/2	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	707													5
90	90	134	134	0.0	1/8	1/8	Spanner	3/8	3	1	0																	
90	90	267/2	267/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	708													
90	90	134	134	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	709													
91	91	135	135	0.0	0	0	Dynamic	3/8	1	1	0						f											
91	91	135	135	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	710	per-		ornamentTrill										
91	91	135	135	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	711													
91	91	135	135	0.0	0	0	Dynamic	3/8	3	1	0						f											
91	91	271/2	271/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	712													
91	91	271/2	271/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	713										80			
91	91	136	136	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	714										80			
92	92	273/2	273/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	715	-tran-		ornamentTrill										
92	92	273/2	273/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	716													
92	92	273/2	273/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	717										81			
92	92	137	137	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	718										81			
92	92	275/2	275/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	719													
92	92	273/2	273/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	720													
92	92	137	137	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	721													
92	92	275/2	275/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	722													
92	92	273/2	273/2	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	723										80			
93	93	138	138	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	724	-si-		ornamentTrill										
93	93	138	138	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	725													
93	93	138	138	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	726													
93	93	138	138	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	727													
93	93	277/2	277/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	728													
93	93	138	138	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	729													
93	93	277/2	277/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	730										82			
93	93	139	139	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	731										82			
94	94	279/2	279/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	732	-vit,		ornamentTrill										
94	94	279/2	279/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	733													
94	94	279/2	279/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	734										83			
94	94	140	140	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	735										83			
94	94	281/2	281/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	736													
94	94	279/2	279/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	737													
94	94	279/2	279/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	738										82			
94	94	140	140	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	739										82			
94	94	281/2	281/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	740													
95	95	141	141	0.0	0	0	Dynamic	3/8	1	1	0						p											
95	95	141	141	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	741	per-												
95	95	141	141	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	742													
95	95	141	141	0.0	0	0	Dynamic	3/8	3	1	0						p											
95	95	283/2	283/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	743													
95	95	283/2	283/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	744										84			
95	95	142	142	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	745										84			
96	96	285/2	285/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	746	-trans-												
96	96	285/2	285/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	747													
96	96	285/2	285/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	748										85			
96	96	143	143	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	749										85			
96	96	287/2	287/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	750													
96	96	285/2	285/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	751													
96	96	285/2	285/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	752										84			
96	96	143	143	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	753										84			
96	96	287/2	287/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	754													
97	97	144	144	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	755	-i-									86			
97	97	289/2	289/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	756													
97	97	145	145	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	757	-vit												
97	97	144	144	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	758										87			
97	97	289/2	289/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	759										87			
97	97	145	145	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	760													
97	97	144	144	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	761										88			
97	97	289/2	289/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	762										88			
97	97	145	145	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	763													
98	98	291/2	291/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	764	gla-									89			
98	98	583/4	583/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	765										89			
98	98	146	146	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	766													
98	98	293/2	293/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	767	-di-												
98	98	291/2	291/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	768										90			
98	98	583/4	583/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	769										90			
98	98	146	146	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	770													
98	98	293/2	293/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	771													
98	98	291/2	291/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	772													
98	98	146	146	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	773													
98	98	293/2	293/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	774													
98	98	146	146	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	775													
98	98	291/2	291/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	776										91			
98	98	146	146	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	777													
98	98	293/2	293/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	778													
99	99	147	147	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	779	-us,												
99	99	147	147	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	780													
99	99	295/2	295/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	781										92			
99	99	148	148	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	782													
99	99	147	147	0.0	0	0	Spanner	3/8	3	1	0																	6
99	99	147	147	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	783													6
99	99	295/2	295/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	784										93			6
99	99	148	148	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	785													6
100	100	297/2	297/2	0.0	0	0	StaffText	3/8	1	1	0								dol.									
100	100	297/2	297/2	0.0	0	0	Dynamic	3/8	1	1	0						p											
100	100	297/2	297/2	0.0	0	0	Spanner	3/8	1	1	0															12		
100	100	297/2	297/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	786	per-										12		
100	100	297/2	297/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	787										94			
100	100	297/2	297/2	0.0	0	0	Dynamic	3/8	3	1	0						other-dynamics											
100	100	297/2	297/2	0.0	0	0	Spanner	3/8	3	1	0																	
100	100	149	149	0.0	1/8	1/8	Spanner	3/8	3	1	0															13		
100	100	149	149	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	788											13		
100	100	149	149	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	789											13		
100	100	299/2	299/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	790											13		
