mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	HairPin:3_smorz.	decrescendo_hairpin
13	13	50	50	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	258														
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	259	-en-									36				
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	260														
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	261	-tem,		articStaccatissimoAbove											
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	262	de-		ornamentTrill											
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	263	-so-		ornamentTrill											
14	14	52	52	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	264										35				
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	265														
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	266														
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	267			articStaccatissimoAbove											
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	268			articStaccatissimoAbove											
14	14	52	52	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	269														
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	270										37				
14	14	55	55	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	271										37				
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	272														
14	14	52	52	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	273														
14	14	54	54	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	274														
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	275										38				
14	14	55	55	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	276														
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	277														
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	278	-la-		ornamentTrill											
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	279	-tum,													
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	280	dum													
15	15	56	56	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	281			articStaccatoAbove							39				
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	282			articStaccatoAbove											
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	283														
15	15	56	56	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	284														
15	15	56	56	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	285														
15	15	58	58	0.0	1/2	1/2	Dynamic	4/4	3	1	0						other-dynamics												
15	15	58	58	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	286														
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	287	e-													
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	288	-mi-													
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	289														
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	290														
16	16	60	60	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	291														
16	16	62	62	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	292														
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	293	-sit													
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	294	spi-													
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	295														
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	296														
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	297														
17	17	66	66	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	298														
18	18	68	68	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	299														
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	300	-ri-													
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	301	-tum.													
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	302														
18	18	70	70	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	303														
18	18	141/2	141/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	304			articAccentAbove											
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	305										40				
18	18	68	68	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	306														
18	18	70	70	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	307														
18	18	141/2	141/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0						f												
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	308														
18	18	71	71	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	309														
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	310														
19	19	72	72	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	311														
19	19	145/2	145/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	312			articStaccatoAbove											
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	313										41				
19	19	74	74	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	314														
19	19	149/2	149/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	315			articAccentAbove											
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	316										42				
19	19	72	72	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	317														
19	19	145/2	145/2	0.0	1/8	1/8	Dynamic	4/4	3	1	0						p												
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	318										43				
19	19	73	73	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	319														
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	320														
19	19	74	74	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	321														
19	19	149/2	149/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0						f												
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	322														
19	19	75	75	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	323														
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	324														
20	20	76	76	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	325										42				
20	20	305/4	305/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	326										42				
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	327										42				
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	328														
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	329										44				
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	330														
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	331														
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	332														
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	333														
20	20	76	76	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	334														
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	2	2	1/16		1/16	1	335														
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16		1/16	1	336														
20	20	76	76	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	337														
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	338														
20	20	77	77	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	339														
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	340														
20	20	78	78	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	341														
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	342	Vi-									45				
21	21	81	81	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	343										45				
21	21	649/8	649/8	0.375	9/32	9/32	Chord	4/4	1	1	3/32		1/16	3/2	344										45				
21	21	163/2	163/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	345	-dit									45				
21	21	653/8	653/8	0.375	13/32	13/32	Chord	4/4	1	1	3/32		1/16	3/2	346														
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	347	su-													
21	21	165/2	165/2	1.5	5/8	5/8	Chord	4/4	1	1	3/8		1/4	3/2	348	-um													
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	349										46				
21	21	81	81	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	350										46, 47				
21	21	649/8	649/8	0.375	9/32	9/32	Chord	4/4	2	1	3/32		1/16	3/2	351										46				
21	21	163/2	163/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	352										46, 48				
21	21	653/8	653/8	0.375	13/32	13/32	Chord	4/4	2	1	3/32		1/16	3/2	353														
21	21	82	82	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	354										49				
21	21	165/2	165/2	1.5	5/8	5/8	Chord	4/4	2	1	3/8		1/4	3/2	355														
21	21	80	80	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	356														
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	357														
21	21	81	81	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	358														
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	359														
21	21	82	82	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	360														
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	361														
21	21	83	83	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	362														
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	363														
21	21	80	80	0.0	0	0	Dynamic	4/4	3	1	0						p												
21	21	80	80	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	364														
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	365														
21	21	81	81	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	366														
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	367														
21	21	82	82	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	368														
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	369														
21	21	83	83	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	370														
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	371														
22	22	84	84	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	372	dul-													
22	22	169/2	169/2	1.5	1/8	1/8	Chord	4/4	1	1	3/8		1/4	3/2	373	-cem													
22	22	86	86	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	374	na-									50				
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	375														
22	22	173/2	173/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	376	-tum									51				
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	377														
22	22	84	84	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	378										52				
22	22	169/2	169/2	1.5	1/8	1/8	Chord	4/4	2	1	3/8		1/4	3/2	379														
22	22	86	86	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	380										53				
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	381														
22	22	173/2	173/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	382										54				
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	383														
22	22	84	84	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	384														
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	385														
22	22	85	85	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	386														
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	387														
22	22	86	86	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	388														
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	389														
22	22	87	87	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	390														
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	391														
22	22	84	84	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	392														
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	393														
22	22	85	85	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	394														
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	395														
22	22	86	86	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	396										55				
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	397														
22	22	87	87	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	398														
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	399														
22	22	86	86	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	400														
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	401														
22	22	87	87	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	402														
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	403														
23	23	88	88	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	404	mo-									56				
23	23	89	89	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	405										56				
23	23	713/8	713/8	0.375	9/32	9/32	Chord	4/4	1	1	3/32		1/16	3/2	406														
23	23	179/2	179/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	407	-ri-									57				
23	23	717/8	717/8	0.375	13/32	13/32	Chord	4/4	1	1	3/32		1/16	3/2	408														
23	23	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	409	-en-													
23	23	181/2	181/2	1.5	5/8	5/8	Chord	4/4	1	1	3/8		1/4	3/2	410	-tem,													
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	411														
23	23	89	89	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	412										58				
23	23	713/8	713/8	0.375	9/32	9/32	Chord	4/4	2	1	3/32		1/16	3/2	413														
23	23	179/2	179/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	414										59				
23	23	717/8	717/8	0.375	13/32	13/32	Chord	4/4	2	1	3/32		1/16	3/2	415														
23	23	90	90	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	416										60				
23	23	181/2	181/2	1.5	5/8	5/8	Chord	4/4	2	1	3/8		1/4	3/2	417														
23	23	88	88	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	418														
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	419														
23	23	89	89	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	420														
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	421														
23	23	90	90	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	422														
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	423														
23	23	91	91	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	424														
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	425														
23	23	88	88	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	426														
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	427														
23	23	89	89	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	428														
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	429														
23	23	90	90	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	430														
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	431														
23	23	91	91	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	432														
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	433														
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	434	de-													
24	24	185/2	185/2	1.5	1/8	1/8	Chord	4/4	1	1	3/8		1/4	3/2	435	-so-													
24	24	94	94	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	436	-la-									61				
24	24	377/4	377/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	437														
24	24	189/2	189/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	438	-tum,									62				
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	439														
24	24	92	92	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	440														
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	441														
24	24	93	93	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	442														
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	443														
24	24	94	94	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	444														
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	445														
24	24	95	95	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	446														
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	447														
24	24	92	92	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	448										63				
24	24	185/2	185/2	1.5	1/8	1/8	Chord	4/4	2	2	3/8		1/4	3/2	449														
24	24	94	94	0.25	1/2	1/2	Chord	4/4	2	2	1/16		1/16	1	450														
24	24	377/4	377/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16		1/16	1	451														
24	24	189/2	189/2	1.0	5/8	5/8	Chord	4/4	2	2	1/4		1/4	1	452										64				
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	453														
24	24	92	92	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	454														
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	455														
24	24	93	93	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	456														
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	457														
24	24	94	94	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	458														
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	459														
24	24	95	95	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	460														
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	461														
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	462	de-													
25	25	97	97	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	463	-so-													
25	25	98	98	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	464														
25	25	98	98	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	465	-la-		ornamentTrill											
25	25	96	96	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	466														
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	467														
25	25	97	97	0.0	1/4	1/4	Spanner	4/4	2	1	0																0		
25	25	97	97	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	468												0		
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	469												0		
25	25	98	98	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	470												0		
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	471												0		
25	25	99	99	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	472												0		
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	473												0		
25	25	96	96	0.0	0	0	Dynamic	4/4	3	1	0						mf												
25	25	96	96	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	474														
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	475														
25	25	97	97	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	476														
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	477														
25	25	98	98	0.0	1/2	1/2	Spanner	4/4	3	1	0																1		
25	25	98	98	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	478												1		
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	479												1		
25	25	99	99	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	480												1		
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	481												1		
26	26	100	100	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	482	-tum,													
26	26	102	102	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	483	dum													
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	484	e-													
26	26	100	100	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	485												0		
26	26	203/2	203/2	0.0	3/8	3/8	Dynamic	4/4	2	1	0						p												
26	26	203/2	203/2	0.0	3/8	3/8	Spanner	4/4	2	1	0																		
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	486														
26	26	102	102	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	487														
26	26	205/2	205/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	488										65				
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	489														
26	26	102	102	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	490														
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	491														
26	26	100	100	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	492												1		
26	26	101	101	0.0	1/4	1/4	Dynamic	4/4	3	1	0						p												
26	26	101	101	0.0	1/4	1/4	Spanner	4/4	3	1	0																		
26	26	101	101	0.0	1/4	1/4	Spanner	4/4	3	1	0															1			
26	26	101	101	2.0	1/4	1/4	Chord	4/4	3	1	1/2		1/2	1	493											1			
26	26	103	103	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	494											1			
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	495	-mi-									66				
27	27	209/2	209/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	496														
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	497	-sit													
27	27	106	106	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	498	spi-									67				
27	27	213/2	213/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	499			ornamentTrill											
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	500	-ri-													
27	27	104	104	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	501														
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	502										68				
27	27	105	105	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	503										68				
27	27	421/4	421/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	504										68				
27	27	843/8	843/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	505										68				
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	506										68				
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	507														
27	27	106	106	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	508										69				
27	27	213/2	213/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	509										69				
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	510														
27	27	104	104	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	511														
27	27	105	105	2.0	1/4	1/4	Chord	4/4	2	2	1/2		1/2	1	512														
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	513														
27	27	104	104	0.0	0	0	Dynamic	4/4	3	1	0						p												
27	27	104	104	0.0	0	0	Spanner	4/4	3	1	0																		
27	27	104	104	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	514														
27	27	105	105	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	515														
27	27	106	106	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	516														
27	27	107	107	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	517														
27	27	105	105	1.0	1/4	1/4	Chord	4/4	3	2	1/4		1/4	1	518														
27	27	106	106	1.5	1/2	1/2	Chord	4/4	3	2	3/8		1/4	3/2	519										70				
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	520														
28	28	108	108	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	521	-tum.													
28	28	109	109	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	522	Vi-		articAccentAbove							71				
28	28	111	111	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	523										71				
28	28	889/8	889/8	0.375	25/32	25/32	Chord	4/4	1	1	3/32		1/16	3/2	524														
28	28	223/2	223/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	525	-dit									72				
28	28	893/8	893/8	0.375	29/32	29/32	Chord	4/4	1	1	3/32		1/16	3/2	526														
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	527														
28	28	109	109	0.0	1/4	1/4	Dynamic	4/4	2	1	0						sf												
28	28	109	109	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	528										73				
28	28	111	111	0.125	3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	529										73, 74				
28	28	889/8	889/8	0.375	25/32	25/32	Chord	4/4	2	1	3/32		1/16	3/2	530										73				
28	28	223/2	223/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	531										73, 75				
28	28	893/8	893/8	0.375	29/32	29/32	Chord	4/4	2	1	3/32		1/16	3/2	532														
