mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
59	59	465/2	465/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1336										185				
59	59	931/4	931/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1337										185				
59	59	233	233	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1338														
59	59	467/2	467/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1339	-ci-									186				
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1340														
59	59	234	234	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1341	-a-									187				
59	59	937/4	937/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1342														
59	59	469/2	469/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1343	-re													
59	59	471/2	471/2	0.0	7/8	7/8	Dynamic	4/4	2	1	0						f												
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1344	in													
59	59	232	232	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	1345										188				
59	59	929/4	929/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1346										188				
59	59	465/2	465/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1347										188				
59	59	931/4	931/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1348										188				
59	59	233	233	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1349										188				
59	59	467/2	467/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1350										188				
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1351														
59	59	234	234	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1352										189				
59	59	937/4	937/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1353										189				
59	59	469/2	469/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1354														
59	59	471/2	471/2	0.0	7/8	7/8	Dynamic	4/4	3	1	0						f												
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1355														
59	59	232	232	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1356														
59	59	465/2	465/2	0.25	1/8	1/8	Chord	4/4	3	2	1/16		1/16	1	1357														
59	59	931/4	931/4	0.25	3/16	3/16	Chord	4/4	3	2	1/16		1/16	1	1358														
59	59	233	233	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1359														
59	59	467/2	467/2	0.25	3/8	3/8	Chord	4/4	3	2	1/16		1/16	1	1360														
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	3	2	1/16		1/16	1	1361														
59	59	234	234	0.25	1/2	1/2	Chord	4/4	3	2	1/16		1/16	1	1362														
59	59	937/4	937/4	0.25	9/16	9/16	Chord	4/4	3	2	1/16		1/16	1	1363														
59	59	469/2	469/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1364														
59	59	232	232	0.0	0	0	Spanner	4/4	4	1	0																		9
59	59	232	232	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1365														9
59	59	465/2	465/2	0.0	1/8	1/8	Spanner	4/4	4	1	0																		
59	59	465/2	465/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1366														
59	59	233	233	0.0	1/4	1/4	Spanner	4/4	4	1	0															11			
59	59	233	233	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1367											11			
59	59	467/2	467/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1368											11			
59	59	234	234	0.0	1/2	1/2	Spanner	4/4	4	1	0																		
59	59	234	234	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1369														
59	59	469/2	469/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1370														
59	59	235	235	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1371														
60	60	236	236	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1372	plan-													
60	60	238	238	0.0	1/2	1/2	Spanner	4/4	1	1	0															12			
60	60	238	238	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1373											12			
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1374											12			
60	60	239	239	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1375	-ctu										12			
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1376	de-										12			
60	60	236	236	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1377	plan-													
60	60	238	238	0.0	1/2	1/2	Spanner	4/4	2	1	0															13			
60	60	238	238	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1378											13			
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1379											13			
60	60	239	239	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1380	-ctu										13			
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1381	de-										13			
60	60	236	236	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1382										190				
60	60	238	238	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1383										190				
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1384														
60	60	239	239	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1385										191				
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1386														
60	60	473/2	473/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1387														
60	60	237	237	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1388														
60	60	475/2	475/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1389														
60	60	238	238	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1390														
61	61	240	240	0.0	0	0	Spanner	4/4	1	1	0																		
61	61	240	240	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1391	-si-		ornamentTrill											
61	61	483/2	483/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1392	-de-													
61	61	242	242	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1393	-ro,													
61	61	487/2	487/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1394	in													
61	61	240	240	0.0	0	0	Spanner	4/4	2	1	0																		
61	61	240	240	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	1395	-si-		ornamentTrill											
61	61	483/2	483/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1396	-de													
61	61	242	242	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1397	ro,													
61	61	240	240	0.0	0	0	Spanner	4/4	3	1	0															14			
61	61	240	240	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1398			ornamentTrill							192	14			
61	61	242	242	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1399											14			
61	61	969/4	969/4	0.0	9/16	9/16	Dynamic	4/4	3	1	0						p												
61	61	969/4	969/4	0.0	9/16	9/16	Spanner	4/4	3	1	0																		
61	61	969/4	969/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1400										193				
61	61	485/2	485/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1401										193				
61	61	971/4	971/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1402										193				
61	61	243	243	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1403										193				
61	61	973/4	973/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1404										193				
61	61	487/2	487/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1405										193				
61	61	975/4	975/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1406														
61	61	481/2	481/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1407														
61	61	241	241	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1408														
61	61	483/2	483/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1409														
61	61	242	242	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1410														
62	62	244	244	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1411	plan-		articAccentAbove											
62	62	246	246	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1412	-ctu,													
62	62	495/2	495/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1413	in													
62	62	495/2	495/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1414	in													
62	62	244	244	0.0	0	0	Dynamic	4/4	3	1	0						sf												
62	62	244	244	0.0	0	0	Chord	4/4	3	1	0	acciaccatura	1/8	1	1415														
62	62	244	244	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1416														
62	62	246	246	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1417														
62	62	985/4	985/4	0.0	9/16	9/16	Dynamic	4/4	3	1	0						p												
62	62	985/4	985/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1418										194				
62	62	493/2	493/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1419										194				
62	62	987/4	987/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1420										194				
62	62	247	247	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1421										194				
62	62	989/4	989/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1422										194				
62	62	495/2	495/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1423										194				
62	62	991/4	991/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1424														
62	62	489/2	489/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1425										195				
62	62	245	245	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1426										195				
62	62	491/2	491/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1427														
62	62	246	246	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	1428														
62	62	489/2	489/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1429										196				
62	62	245	245	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1430										196				
62	62	491/2	491/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1431														
62	62	246	246	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1432														
63	63	248	248	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1433	plan-									197				
63	63	250	250	0.0	1/2	1/2	Spanner	4/4	1	1	0														197				10
63	63	250	250	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1434										197				10
63	63	501/2	501/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1435														10
63	63	1003/4	1003/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1436														10
63	63	251	251	0.0	3/4	3/4	Spanner	4/4	1	1	0																		
63	63	251	251	0.0	3/4	3/4	Spanner	4/4	1	1	0															15			
63	63	251	251	0.0	3/4	3/4	Spanner	4/4	1	1	0															15, 16			
63	63	251	251	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1437	-ctu										15, 16			
63	63	503/2	503/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1438	de-										15, 16			
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1439											15, 16			
63	63	248	248	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1440	plan-									198				
63	63	250	250	0.0	1/2	1/2	Spanner	4/4	2	1	0														198				11
63	63	250	250	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1441										198				11
63	63	501/2	501/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1442														11
63	63	1003/4	1003/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1443														11
63	63	251	251	0.0	3/4	3/4	Spanner	4/4	2	1	0																		
63	63	251	251	0.0	3/4	3/4	Spanner	4/4	2	1	0															17			
63	63	251	251	0.0	3/4	3/4	Spanner	4/4	2	1	0															17, 18			
63	63	251	251	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1444	-ctu										17, 18			
63	63	503/2	503/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1445	de-										17, 18			
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1446											17, 18			
63	63	248	248	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1447										199				
63	63	250	250	0.0	1/2	1/2	Spanner	4/4	3	1	0														199				12
63	63	250	250	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1448										199				12
63	63	501/2	501/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1449										199				12
63	63	1003/4	1003/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1450										199				12
63	63	251	251	0.0	3/4	3/4	Spanner	4/4	3	1	0														199				
63	63	251	251	0.0	3/4	3/4	Spanner	4/4	3	1	0														199	19			
63	63	251	251	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1451										199	19			
63	63	503/2	503/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1452										199	19			
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1453											19			
63	63	497/2	497/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1454			articStaccatoBelow								19			
63	63	249	249	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1455			articStaccatoBelow								19			
63	63	499/2	499/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1456			articStaccatoBelow								19			
63	63	497/2	497/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1457			articStaccatoAbove											
63	63	249	249	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1458			articStaccatoAbove											
63	63	499/2	499/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1459			articStaccatoAbove											
63	63	250	250	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1460			articStaccatoAbove											
63	63	501/2	501/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1461														
63	63	251	251	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1462														
63	63	503/2	503/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1463														
64	64	252	252	0.0	0	0	Spanner	4/4	1	1	0																		
64	64	252	252	0.0	0	0	Spanner	4/4	1	1	0																		
64	64	252	252	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1464	-si-									200				
64	64	253	253	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1465														
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1466	-de-													
64	64	254	254	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1467	-ro.													
64	64	252	252	0.0	0	0	Spanner	4/4	2	1	0																		
64	64	252	252	0.0	0	0	Spanner	4/4	2	1	0																		
64	64	252	252	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1468	-si-									201				
64	64	253	253	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	1469														
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1470	-de-													
64	64	254	254	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1471	-ro.													
64	64	252	252	0.0	0	0	Spanner	4/4	3	1	0																		
64	64	254	254	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	1472										202				
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1473														
64	64	252	252	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1474														
64	64	505/2	505/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1475														
64	64	253	253	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1476														
64	64	507/2	507/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1477														
64	64	254	254	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1478														
64	64	509/2	509/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1479														
64	64	255	255	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	1480										203				
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	1481										203				
64	64	252	252	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1482														
64	64	505/2	505/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1483														
64	64	253	253	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1484														
64	64	507/2	507/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1485														
64	64	254	254	0.0	1/2	1/2	Dynamic	4/4	4	1	0						p												
64	64	254	254	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1486														
64	64	509/2	509/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1487														
64	64	255	255	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1488										204				
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1489										204				
65	65	256	256	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	1490										205				
65	65	515/2	515/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1491														
65	65	258	258	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	1492										206				
65	65	519/2	519/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1493														
65	65	256	256	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1494										203				
65	65	513/2	513/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1495										203				
65	65	257	257	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1496										203				
65	65	515/2	515/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1497										203				
65	65	258	258	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1498										203				
65	65	517/2	517/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1499										203				
65	65	259	259	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	1500										203				
65	65	519/2	519/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	1501										203				
65	65	256	256	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1502										204				
65	65	513/2	513/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1503										204				
65	65	257	257	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1504										204				
65	65	515/2	515/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1505										204				
65	65	258	258	0.0	1/2	1/2	Spanner	4/4	4	1	0														204		0		
65	65	258	258	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1506										204		0		
65	65	517/2	517/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1507										204		0		
65	65	259	259	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1508										204		0		
65	65	519/2	519/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1509										204		0		
66	66	260	260	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	1510										207				
66	66	523/2	523/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1511														
66	66	262	262	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	1512														
66	66	1051/4	1051/4	0.125	11/16	11/16	Chord	4/4	3	1	1/32		1/32	1	1513										208				
66	66	2103/8	2103/8	0.125	23/32	23/32	Chord	4/4	3	1	1/32		1/32	1	1514										208				
66	66	263	263	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1515										208				
66	66	1053/4	1053/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1516										208				
66	66	527/2	527/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1517										208				
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1518														
66	66	260	260	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1519										203				
66	66	521/2	521/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1520										203				
66	66	261	261	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1521										203				
66	66	523/2	523/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1522														
66	66	262	262	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1523														
66	66	525/2	525/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1524														
66	66	263	263	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	1525														
66	66	527/2	527/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	1526														
66	66	260	260	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1527										204		0		
66	66	521/2	521/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1528										204		0		
66	66	261	261	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1529										204		0		
66	66	523/2	523/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1530										204		0		
66	66	262	262	0.0	1/2	1/2	Dynamic	4/4	4	1	0						f												
66	66	262	262	0.0	1/2	1/2	Spanner	4/4	4	1	0																		
66	66	262	262	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1531														
66	66	525/2	525/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1532														
66	66	263	263	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1533														
66	66	527/2	527/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1534														
67	67	266	266	0.0	1/2	1/2	Dynamic	4/4	1	1	0						mp												
67	67	266	266	0.0	1/2	1/2	StaffText	4/4	1	1	0								espr.										
67	67	266	266	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1535	Vir-													
67	67	264	264	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1536										209				
67	67	265	265	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1537														
67	67	266	266	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1538														
67	67	264	264	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1539														
67	67	529/2	529/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1540														
67	67	265	265	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1541														
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1542														
67	67	266	266	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1543														
67	67	533/2	533/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1544														
67	67	267	267	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	1545														
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	1546														
67	67	264	264	0.0	0	0	Spanner	4/4	4	1	0															20			
67	67	264	264	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1547											20			
67	67	529/2	529/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1548											20			
67	67	265	265	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1549											20			
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1550											20			
67	67	266	266	0.0	1/2	1/2	Dynamic	4/4	4	1	0						p												
67	67	266	266	0.0	1/2	1/2	Spanner	4/4	4	1	0																		
67	67	266	266	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1551														
67	67	533/2	533/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1552														
67	67	267	267	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1553														
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1554														
68	68	268	268	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1555	-go													
68	68	270	270	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	1556	vir-													
68	68	1083/4	1083/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1557	-gi-													
68	68	271	271	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1558	-num													
68	68	268	268	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1559														
68	68	270	270	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1560														
68	68	268	268	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1561														
68	68	537/2	537/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1562														
68	68	269	269	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1563														
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1564														
68	68	270	270	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1565														
68	68	541/2	541/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1566														
68	68	271	271	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	1567														
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	1568														
68	68	268	268	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1569														
68	68	537/2	537/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1570														
68	68	269	269	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1571														
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1572														
68	68	270	270	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1573														
68	68	541/2	541/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1574														
68	68	271	271	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1575														
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1576														
69	69	272	272	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1577	præ-									210				
69	69	1089/4	1089/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1578										210				
69	69	545/2	545/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1579										210				
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1580										210				
69	69	273	273	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1581										210				
